text,sentiment
arjuneetiholic sonymusicindia arjunk ParineetiChopra NamasteEngFilm RelianceEnt PenMovies jayantilalgada ErosNow itsaadee,2
JazzCash digitalizes Foodpandas rider payments,2
The Amazing TourGoodFoodTour GoodFoodTourPK FoodPanda FoodPorn FoodPhotography Food FoodTour Travel,1
"Foodpanda Food Order under  Rs food in  Rs Get food under  at   Foodpanda  Rs   Food, Entertainm",2
"GaaliLeo All those cribbing about Zomato Gold new norms you dont lose anything Youve paid kk for membership, which will anyway",1
Astrology   HavellsKeDeva MS Dhoni  Sunil Gavaskar  Modicarepaytm,2
In a one sided relationship with swiggy,2
,2
"ZomatoIN Zomato horrible experience with zomato I have ordered at  n call to resturant, they confirm my orde",0
"i mus be so dumb to believed him when i reached down, he told me he is the foodpanda omg im so happy amp dumb too",0
"Rahul ZomatoIN Zomato Hey there, not sure what went wrong here However, if youll share the order numbe",0
arjunsingh zomatocare ZomatoIN deepigoyal I have DMd you the details as requested as well as raised the q,1
ZomatoIN delivered chicken on Ganesh Chaturthi by zomato instead of chaap and they are refusing to exchange wrong order,0
"i must be so dumb to have believed him when im down, he told me he was the foodpanda omg im so happy amp stupid",0
Do you want to digitally accelerate your offline grocery store businessCheckout Grocer by Appscrip inspired by In,1
Swiggy SWOT Analysis with detailed company snapshot,2
zomatocare ZomatoIN Zomato,2
PhonePe Money got deducted from PhonePe wallet but order havent placed on FoodPanda,2
"zomatocare ZomatoIN Zomato Here is all the details lets see what u can do , I am still hungry",2
ZomatoIN Zomato delivered Chicken on Ganesh Chaturthi and is hurting my religious settings by expressing helplessn,0
Rahul ZomatoIN Zomato Thank you sharing the details Looking into this right away RB,1
"Dear foodpandaIndia , i dont use swiggyin or Zomato You cancelled two of my orders yesterday and its almost",1
foodpandaIndia   hi foodpanda Are you going to increase the salary of old employee Petrol is not expensive to afford,1
foodpandaIndia foodpanda is giving error,0
I am really amazed with your kick ass amazing performance guys SwiggyCares swiggyin kfc This is for the fourth,1
"Dinner is here Use LOVEYOURSELFLOVELIFE to get featuredTriptiCharan For more updates,",2
SwiggyCares Hi Swiggy Complaining part over Time to thank the team for Good Food Thanks to the whole team especi,1
"ZomatoIN have cheated Indians, now its someone elses turn zomatogold",0
WeAreSwiggy Wishing you a Happy Ganesh Chaturthi from the Swiggy Family   GaneshChaturthi GanpatiBappaMorya,1
Zomato users furious after Gold membership usage gets tweaked by app,0
Worthless diabetic sugary sodas zomatocare really cares,1
swiggyin SwiggyCares what is this swiggy  Is this vegetarian chicken,2
zomatocare ZomatoIN Zomato I do not understand if one product was delivered by you and why not the another one,2
KFCIndia Order No KW This order placed on Sunday was never delivered nor cancelled by your store due to,0
SwiggyCares Swiggy guys are asking to me cancel my order,0
foodpanda saves,2
thelittlekelly Speedy recovery Get foodpanda or any delivery rider,2
"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",1
"Hey Zomato , could you tell me how can I get my zomato gold cancelled and get my refund The terms have changed an",0
I will really support a food delivery company which does not use plasticZomato swiggyin foodpandaIndia all are,1
Foodpanda is not serving good quality services even delivery boy knows nothing saying its not my problemorder re,0
Techglares Foodpanda Offer  Off on all orders upto Code CRAVEHOURValid For TodayLet us know if its workingPls,2
Aduh lapar ni lapar Malam keliwon ni takde makcik karipap buat foodpanda kat tingkap ke,2
Foodpanda KeepItSimpl,2
foodpanda  KeepItSimpl,2
"foodpandaIndia  orders, and both the orders are declined What is wrong with foodpanda Is this u treat ur regula",2
foodpandaIndia Foodpanda is not serving good quality services even delivery boy knows nothing saying its not my p,0
hey swiggy and amznind haaaaaaaave you met getsimpl  KeepItSimpl,2
"SwiggyCares Thanks for taking this up, Swiggy Hope this goes down soon The number of signal jumps and wrong side",1
"SwiggyCares Thanks for taking this up, Swiggy Hope this goes down soon The number of signal jumps and wrong side",1
zomatocare ZomatoIN Tawa chaap by zomato on Ganesh Chaturthi and they insisting they that this its not chicken,2
lta titleLihat perjalanan kuliner dari Coffees Rhythms di Zomato href altIkuti,2
ReyaMaralit Order na kasi through foodpanda  Hahaha,1
Techglares Foodpanda Offer  Off on all orders upto Code CRAVEHOURValid For TodayLet us know if its workingPls,2
zomatocare LazyPay This is my last order from Zomato Bad experience,0
"The Westin is definitely the grandest buffet I had in Kolkata yet From the decor to the spread, this place sets a",1
zomatocare ZomatoIN The customer is definitely not king but a fool and stupid one at that for zomato,0
DusRupiya Zomato UfterYou I have been trying to get that done They are insisting on a prorated refund after de,2
midday Customers of its Gold membership programme are furious with change that limits the number of users on the same table at partne,0
Techglares Try CRAVE,2
Herepaolicious  Foodpanda   Bonchon,2
"zomatocare ZomatoIN Zomato, kindly read their chat and avoid them, cos they are heartless and cheats",0
zomatocare ZomatoIN Zomato my order is damaged  call me,0
ZomatoIN Really pathetic condition of zomato Seems will stop using it,0
"Reason or no reason  Rabdi needs no occasion But, today we have one Happy GaneshChaturthi Made freshly a",1
Video Link                               food foodpanda foodislife foodie foodies,2
swiggyin SwiggyCares Can I have a responsible post in Swiggy with growing opportunities where I can utilize my skills,1
DHEERAJSINGHA ZomatoIN Zomato Hi Dheeraj Thank you for reaching out Looking into this right away RB,1
"When nothing turns up Zomato, swiggyin, foodpandaIndiaUberEatsIND you are the real hunger savior",0
zomatocare ZomatoIN  My tip to the Zomato Vallet should be  visible to him Vd b extra generous then It should,1
swiggyin SwiggyCares Wrong order delivered again by Swiggy Your deliver guys dont even check if the order is c,0
Vshalw foodpandaIndia Foodpanda is not serving good quality services even delivery boy knows nothing saying its not my problemord,0
Enjoy Todays dinner special at Ananda Bhavan DubaiChettinadDosaLachhaParathaIdiyappamVisit us  Lake Terra,1
uaeanandabhavan Enjoy Todays dinner special at Ananda Bhavan DubaiChettinadDosaLachhaParathaIdiyappamVisit us  Lake Terrace,1
foodpandaIndia saurabhkochhar Foodpanda are you people are bunch of idiots that you think i wont get that you pe,2
foodpanda Why are you giving offers if you cant handle the services WORST FOOD DELIVERING APP MY MONEY BLOCKED FOR  DAYS EVERYTIME,0
vidya foodpandaIndia FoodPanda i ahve not recieved any order i ajve paid tje money and waiting from  hours and not able to,2
arjunsingh there you go All subscribers are yelling,2
Loving FoodPanda more that GrabFood,1
ZomatoIN Zomato zomatocare cant log into my account says invalid username or passwrd everytimeplease help,1
Swiggy  Operations Manager  Central Support Tower yrs,1
ays DusRupiya Zomato UfterYou I have been trying to get that done They are insisting on a prorated refund after deducting charge,2
zomatocare deepigoyal GUYS IF Zomato is not able to resolve your problems then next time it may block your accoun,0
zomatocare ZomatoIN Zomato Kindly contact me asap,1
joogasama alternate headline freeloaders get mad when free shit gets taken away how sad,0
zomatocare ZomatoIN Zomato I feel very uncomfortable with your chatting support,2
"I am uninstlg Swiggy app right nw due to unethical behaviour and services by them I have orderd food, some foods w",0
moorthymohan Auto drivers are most times better than Google MapsNo matter what time it is or what state theyre,1
zomatocare ZomatoIN Zomato Its really not predictable by Zomato,2
DHEERAJSINGHA zomatocare ZomatoIN Zomato my order is damaged  call me,0
zomatocare DHEERAJSINGHA ZomatoIN Zomato Hi Dheeraj Thank you for reaching out Looking into this right away RB,1
potatochip ZomatoIN Zomato Hi Nishant Thats strange Looking into this right away RB,0
Whats wrong with swiggy  TodayOrdered  pav bhaji veg pulav  pizza  extra pavWhat I received is,0
"CarelleThoumy Seza, check it on zomato",2
Techglares FoodPanda Offer  Off Upto RsCode  JAINew Users Try Code  JAIPls Let us know if its workingPls R,2
foodpandaIndia I am very upset with the services of foodpandaFirst you take the order and then you ask your custo,0
zomatocare Zomato no update trying to text since last mints yet no reply no delivery boy assign what the shit,0
ZomatoIN kindly avoid using zomato in mumbai Worst delivery service,0
"Hello Foodies,Eat  Sleep  RepeatNewly opened resturant called Lazy Rolls in Uttam Nagar, West Delhi Servin",0
JazzCash Digitalizes foodpandas Rider Payments,2
"saffrontrail Had an absolutely bad experience, the delivery guy picked up the order and refused later saying that",0
"Hey ZomatoIN zomatocare zomato what happens when the customer orders food, it gets late by around half and hour",2
zomatocare ZomatoIN you license should be cancelled you all are fraudshave no cancellation policy even if asked,0
"Ankitannd Zomato HRDMinistry FoodNetwork Hi Anikit, that sounds bad We have got the details, looking into this right away RB",0
"Foodpanda Hits Major Milestone, Logs In  Lac Orders A Day foodpandaIndia",2
I should be sleeping but Im in Zomato browsing for food instead,2
zomatocare ZomatoIN Zomato How longer I have to wait kindly call me my registered number   call me ASAP,1
"Have a look at this review of Hotel Gokul, Girgaum on Zomato",2
ZomatoIN wheres the option to delete residential address from zomato app,2
zomatocare Zomato HRDMinistry FoodNetwork U all are good and sweet only on wordsand sour and worst at work,1
"grumpyadhyapak ZomatoIN Zomato Hey man, we will happily sort this for you Getting this checked and reaching out to you right away RB",1
Zomato ZomatoIN deepigoyal this is sheer misconduct and misrepresentation to change the gold policy midway I wo,0
zomatocare Zomato HRDMinistry FoodNetwork Check this onedelivery time is at  and its still in kitchen no,0
zomatocare ZomatoIN Zomato Much appreciated Your chat executives dont understand the idea of food being served,1
swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,1
Another reason to never order m foodpandaIndia My address on left vs what it shows on delivery riders mobile sh,2
zomatocare Zomato HRDMinistry FoodNetwork As you can check at time of placing order i have requested to deliver,2
Opinion The social swag factor in the Swiggy campaign,2
Zomato Its  hours before I ordered through zomatoBut its not delivered yet This order is for a patientChat,2
Zomato recommends and delivers stale food Tastes tangy as if its gone bad disappointed,0
Raj Zomato Hi Raj Sorry for the chaos here Looking into this right away RB,0
Good job swiggyin SwiggyCares amazonpay Its a great game youre playing You cancel the order amp say youll re,1
zomatocare Zomato My patient is very much hungry,2
zomatocare ZomatoIN Zomato Hello Mr RB are u dere,2
monetxchange,2
JazzCash Digitalizes foodpandas RiderPayments,2
JazzCash Digitalizes foodpandas RiderPayments,2
"Hey, join Zomato Gold and get  on food or  on drinks Also get a  OFF using my referral code DEBA here",1
rising Zomato Hi Mukesh You have been through a tough night Just Share the order number and well look into this RB,1
Durgapr zomatocare deepigoyal Zomato is a Fraud Business  unfortunately i became one of the victim to the fraud organization,0
Just tell me thisu gonna deliver it or not as the delivery time has already exceeded OR this time also u are goon,2
Very poor service by foodpandaIndiaUr delivery guys and even ur cc executive dont have manners to talkDidnt ge,0
Yeh foodpanda ke delivery wale madrchod hai kya baar khana mangwaya khud Kha jatey hai and  delivered show kar deta hai,2
Have ordered jalebi from Ghatkopar ngl Swiggy vaala banda bhi gaali de raha hoga abi,2
SMS from ZOMATORead it from,2
please respond to this,1
ClassicFergie pitega swiggy wale se aaj,2
TheBiryaniii zomatocare ZomatoIN Zomato so u are indiec asking for refund,2
TheBiryaniii zomatocare ZomatoIN Zomato so u are indirectly asking for refund,2
Thank you hrt for this same issues with mine but they are not giving response to their customer useless servic,0
zomatocare Zomato HRDMinistry FoodNetwork zomatocare Zomato ZomatoIN HRDMinistry CustomerX,2
zomatocare consumerLook in this please,1
Zomato zomatocare ZomatoIN again you said it be deliver it in next mints THIS IS ALSO NOT TRUE HOW MUCH LIE WI,0
ZomatoIN Zomato zomatocare Why the hell is your order always late or messed up deepigoyal OrderID,0
Still awaitINGGGGGZomato ZomatoIN zomatocare,2
ayushagarwal ZomatoIN Zomato Hi Aayush We seriously messed up this time Getting this checked and reaching out to you right away RB,0
swiggyin Get  off on your first  Swiggy orders Use code GRAB at checkout Max discount order TCA,2
Techglares Foodpanda Offer  Off on all orders upto Code CRAVEHOURValid For TodayLet us know if its workingPls,2
Techglares Can someone try and let us know if Quick and QUICKIE are Working on Foodpanda,2
Techglares Foodpanda Ola Offer Pls Try us and Let us know if its working GuysPls  and Share,1
ZomatoGold how can you change the terms midway during a subscription That too without an option to unsubscribe U,2
zomato,2
Techglares Zomato,2
Techglares Zomato,2
Techglares zomato,2
Techglares Swiggy,2
"Techglares Zomato,swiggy",2
"Techglares Zomato, foodpanda, swiggy only sometimes",2
Techglares Swiggy,2
Techglares Swiggy,2
"Have a look at this review of Oye Kiddan, Lower Parel on Zomato",0
ZeeNewsHindi sudhirchaudhary ZeeNews Zomato and sweggy hoga secret,2
Techglares Zomato,2
gauravsrmist ZomatoIN aajtak Zomato ndtv PMOIndia zomato you are so shameless that you are taking peoples hard earned money by d,0
"Techglares I cant choose betweenFood Panda, zomato and Swiggy",2
Techglares Swiggy,2
Techglares Swiggy,2
zomatocare Zomato,2
ZomatoIN zomatocare Hi Any response on the order id  Which is still not showing delivered and the deli,2
foodpandaIndia The worst food delivery service in the World iamsrk Dont Endorse Foodpanda,0
Techglares Foodpanda Offer  Off on all orders upto Code CRAVEHOURValid For TodayLet us know if its workingPls,2
Swiggy,2
Techglares Swiggy,2
Techglares Zomato swiggy,2
"Techglares If you ignore the offers which companies offer initially for a brief period, swiggy is the best",1
Have a few queries about Zomato gold Hitting up your DM,2
Techglares Swiggy,2
Zomato  I have issue with the order Its hours late and I am not allowed to get I cancelled please dm me,1
Paytm vijayshekhar Zomato ZomatoIN Rs has been deducted from my paytm wallet for the order of zomatoBut I,2
Bhavesh Opinion The social swag factor in the Swiggy campaign,2
arjuneetiholic sonymusicindia arjunk ParineetiChopra NamasteEngFilm RelianceEnt PenMovies jayantilalgada ErosNow itsaadee,2
"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",1
Swiggy delivery wiseZomato discount and customer service immediate response will be there from zomato customer car,2
Now food panda It changes I guess in  food panda gave best offer ever  off up to  Later Swiggy This,1
SuvrajBhurjee apurvahv ZomatoIN In deepigoyal words ZomatoGold zomatocare Zomato,2
"historycreated ZomatoIN Zomato deepigoyal Hi Abishek, thats really unfortunate We have got the details, look",0
Techglares zomato,2
"Seetha Techglares If u ask me, Dwight ftw Zomato sometimes,foodpanda last",1
Techglares Zomato,2
This is not about money its about the customer satisfaction you guarantee us to deliver I am really very disappoi,1
Zomato,2
Reviews waste Swiggy Perfect amp best,1
Swiggy  Offers ekkuva undakapoyina order chesaka ganta tarwatha we are sorry to cancel your order ani matram ms,0
Techglares Swiggy,2
itsUpendar Andhukey ga swiggy block buster ayyindi food panda disaster aipoindi,0
Techglares Zomato,2
HAXuANYTIME Techglares Always had good delivery experience with foodpanda and zomato Not much with swiggy cuz,1
All have thier positives and negatives But ease n delivery wise best is swiggy,1
Techglares Swiggy,2
KhurramParvez ShehlaRashid Thanks for sharing this pic Just opened my single malt whisky bottle and ordered som,1
"YourChennai Foodpanda Hits Major Milestone, Logs In  Lac Orders A Day foodpandaIndia Milestone",2
zomatocare ZomatoIN Zomato deepigoyal Please sort this out The number of delivery person is switched off res,1
HAXuANYTIME Techglares Also swiggy delivery guys can be easily changed without the customer noticing it and thu,1
Vishal Paytm vijayshekhar Zomato ZomatoIN HI Vishal Would never want you to face trouble on our platform,0
"zomatocare ZomatoIN Hi, I want a refund for my Zomato gold membership, I bought it at a separate set of TampCs we",1
My order was taken at  and till  they order was in preparing modeMr Rohit Please have a look on the tea,1
Zomato and swiggy UberEATS is pathetic,0
And it came back crashing Zomato Gold the TampC free productzomatogold ZomatoIN,1
SuvrajBhurjee Zomato ZomatoIN zomatocare ZomatoGold look who went back on their own words zomatogoldcheater zomatogold,2
themafioso KhurramParvez ShehlaRashid Thanks for sharing this pic Just opened my single malt whisky bottle and ordered some juic,1
zomatocare Paytm vijayshekhar Zomato ZomatoIN please resolve my matter asap,1
maheshtweetzz Swiggy is love,1
themafioso KhurramParvez ShehlaRashid Thanks for sharing this pic Just opened my single malt whisky bottle and ordered some juic,1
Hi Swiggy  Can you please explain this calculation swiggyin,1
zomatocare ZomatoIN Zomato deepigoyal How has this got cancelled after making me wait for  hour,0
BoloNarayan zomatocare Exactly I hope you have foodpandaIndia in your city They are much better Zomato will j,1
The Cost Estimation for Developing App Similar to Zomato  via Mindinventory,2
contest contestalert contestindia indiacontests                    foodpanda IndiaVerified account,2
"swiggyin SwiggyCares Order   Pathetic service, rude behaviour of delivery executive even after brin",0
zomatocare ZomatoIN Zomato deepigoyal Guys Zomato ZomatoIN zomatocare how has this cancelled The restuarant,0
angrypenguin Techglares Zomato da offers ekkuva untai,2
foodpandaIndia Just ordered ice cream from foodpanda Its been more than hrs still no response Tried contac,0
"historycreated ZomatoIN Zomato deepigoyal Hey Abhishek we tired reaching out on the registered number, howeve",0
"Guys foodpandaIndia  making fool of name on offer dont waste your time,Yesterday i ordered icecream from",0
angrypenguin Techglares Zomato n food panda kuda baane unnaai kani swiggy fastest anthe Ee offers avi lite Food fast ga osthe saalu,2
sabay bukas ng foodpanda,2
"historycreated ZomatoIN Zomato Hey Abhishek we tired reaching out on the registered number, however we couldn",0
zomatocare ZomatoIN Zomato,2
Zomato  shit service and arrogant support Food delayed by  hour last  times Time to shift to swiggyin,0
Techglares Zomato,2
zomatocare ZomatoIN Zomato Mr D,2
"chopsid Zomato Hi Sidhant, never meant to give you such a bad experience Please share your order ID so that we c",2
Nameisakshay Techglares Naku fastest akada swiggy ey,2
"zomatocare Zomato Even though the food was delayed, the support was worse",0
zomatocare deepigoyal GUYS IF Zomato is not able to resolve your problems then next time it may block your accoun,0
hiren Thank you hrt for this same issues with mine but they are not giving response to their customer useless service Uber,0
"Techglares Swiggy orders will not get cancelled, mainly delivery is so good direct ga vachestaru",1
Prashantdc foodpandaIndia Just ordered ice cream from foodpanda Its been more than hrs still no response Tried contacting f,0
itsUpendar,2
"Zomato  hey how is the tax calculated,  how do you say Rs  as tax for Rs",2
itsUpendar maheshtweetzz foodpandaIndia Swiggy best sir,1
vcvineeth itsUpendar foodpandaIndia Swiggy odu promote chesey vidanam kooda next level khairtabad ganesh mand,1
binaysanthosh Zomato Hey there please share the concerned order number so that we can get this checked MrD,1
vcvineeth itsUpendar foodpandaIndia swiggyin monnevaro tweet chusa vineeth  magical words swiggy coupons plz anta,1
midday ZomatoUsers Furious After Gold Membership Usage Gets Tweaked By AppZomatoINZomatozomatogoldcheaterzomatogold,0
YoungTlGER She  Tell me those three magical words vcvineeth  Swiggy coupons please,1
swiggyin ordering from swiggy is waste I placed order athrs amp athrs i got a call saying my order is canc,0
Techglares Zomato,2
"grumpyadhyapak Hey ZomatoIN zomatocare zomato what happens when the customer orders food, it gets late by a",2
"deepigoyal ZomatoIN fssaiindia sir, I have order from your food application this evening around  am and the dis",2
zomato treats for mcdonalds is honestly the best investment you could make,1
kianwashington ZomatoIN Zomato Hey Ankur We never want to deliver any kind of issue with the food Having this,0
zomatocare ZomatoIN Zomato Anyone is calling by,2
"deepigoyal ZomatoIN zomatocare fssaiindia sir, I have order from your food application this evening around  pm",2
zomatocare ZomatoIN Zomato Or zomato will serve breakfast to me instead of dinner which i intended to order,2
I reviewed   Earn Rs per review WriteShareWin  via MouthShut,2
Techglares Swiggy,2
I miss swiggy,0
WeAreSwiggy Were coming up with more excitement at Swiggy SwiggsterLife WeAreSwiggy,1
"zomatocare Zomato I didnt order, as the taxes are so high today",2
Zomato ZomatoIN zomatocare BurgerSinghs What kind of click bait is this  You show BOGO on top and none of the,1
"lunzl Hahaha apalagi, roger foodpanda lah suruh belikan makanan",1
asyrafTkk Foodpanda kan kedai berdekatan dgn kita je Kedai semua dah tutup Takleh order,2
ashishfreddie Zomato ZomatoIN Hey Ashish please share the your contact number so that we could get this checked MrD,1
McDonalds mcdonaldsindia An outlet near my place always says CocaCola is unavailble Bt whn I orderd frm,2
Techglares Swiggy,2
Zomato Ye order abhi tak muje mila nhi or yha delivered dikha rha h Or muje contact kro Uppolice ko,2
zomatocare Zomato ZomatoIN Contact number sent on DM,1
Is Creamstone waiting for cow to give milk to prepare the ice cream foodpandaIndia if you cant manage peoples,2
Zomato today I have visited one restaurant and unlocked my Zomato Gold restaurant got message with the name of t,2
"I have also tried ordering from them, they show BOGO but there are no items with BOGO tag in their menu Its surely",1
foodpanda pathetic service Ordered at  pm still waiting food In this competitive world if u think chalega,0
Techglares Swiggy,2
I liked a YouTube video  Ajaz Khan ANGRY REACTION on ZOMATO Food Delivery Service,0
JMubarakai The biggest marketing scam of  Zomato  zomatogoldcheater ZomatoGold dontfallforit,0
paytm,2
deepsanghvi Zomato ZomatoIN zomatocare zomato This is not done You can not change conditions with which we have subscribed post,2
"GarlicAndWine ZomatoGold ZomatoIN zomatocare While we respect your right to alter the TampC for Zomato Gold, at least honour the vali",1
OneInAMinion Whats next You can use Zomato Gold only once a week On Monday Before  pm Zomato,2
Lets just join in the trend because zomato got my main course delivered after my dessert from swiggy so yah zomatogoldcheater,1
"Zomato ZomatoIN guys Im anyway going to bed hungry, but if you dont respond soon I shall have to sleep poor",0
"ChandniT Dear Zomato, I just bought a gold membership for my husband while I also have one and with your new policy its practically",1
ihateurmil Zomato ZomatoIN Hey Urmil Thats really unacceptable Please share the order number so that we can have this checked  MrD,1
indianrecipeon HappyGaneshChaturthi GanpatiBappaMorya ArunJaitleyStepDown GaneshUtsav mumbai GaneshaChaturthi jaipur photograp,2
"akshit Is Creamstone waiting for cow to give milk to prepare the ice cream foodpandaIndia if you cant manage peoples craving,",2
zomatocare Zomato ZomatoIN  the chat guy tells me he cant cancel my order But Behrouz first tells m,1
zomatocare Zomato no response on chat plus phone This is horrible horrible support,0
zomatocare Zomato ZomatoIN They cant ask tell me they they will shift the order to another branch  minutes af,2
Comment on JazzCash Digitizes foodpandas Rider Payments by Muhammad AbrarAli,2
pranayiitb TheDesiVC  I have ordered from foodpanda even after making payment the order get canceled without any,2
Techglares Zomato,2
"Gunpowder, Assagao, Goa  Zomato",2
"frp I faced the same problem  months ago,Frank All the food delivery appsspecially FOODPANDA sucks And thei",0
"HomelyIndia hey,  I ordered food from your team via Swiggy Food was too good and I really liked the way you pack",1
JMubarakai The biggest marketing scam of  Zomato  zomatogoldcheater ZomatoGold dontfallforit,0
pratyushdixit Hey gourmetpssprt why dont you join hands with the customers who were cheated by ZomatoIN  Zomato not only sold ponz,0
Techglares Zomato as more and good restaurants than swiggy n FP,1
Techglares Swiggy,2
swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,1
zomatocare Zomato ZomatoIN Thanks for the call Your chat team isnt as nice as they used to be,1
kinlag  bonchonthailand  Foodpanda,2
smollitions waduh abg foodpanda ni terhibur aku,2
"Have a look at this review of Shalimar Cool Point, Mohammad Ali Road on Zomato",1
Techglares Foodpanda Offer  Off on all orders upto Code CRAVEHOURValid For TodayLet us know if its workingPls,2
This is how you guys serve food saying sufficient for two Ketchup in polybag slowcaps Zomato zomatocare,2
"swiggyin ordered shake from swiggy in Chennai fruitshop, the shake had fine pieces of plastic, as if it had been",0
mebipz Zomato ZomatoIN Hey Bipasha Thats really unacceptable Please share the order number so that we can have this checked  MrD,1
zomatocare Zomato ZomatoIN  this is my order no,0
"Have a look at this review of Keerthi Restaurant, Al Karama on Zomato",2
"This thread is the perfect example of pushing your communication tone too far as a brand, even when its not needed",1
Foodpanda,2
LOOT FOODPANDA  GET FOOD WORTH  AT,1
"deepigoyal zomatocare ZomatoIN fssaiindia PMOIndia narendramodi Speaking to Nikhil from Zomato , to",2
This is the chat support of zomato They not support me Im getting worest food They arent answering my questio,1
foodpanda see what are doing your customer supporterwhat is thisplease tell mewhat can i do,2
"deepigoyal zomatocare ZomatoIN fssaiindia PMOIndia narendramodi Nikhil from zomato, also said he cannot give",2
"Smhing Traffic is crazy with construction, so everyone stays home and orders on Swiggy",0
zomatocare I know zomato support very busy with chit chat with friends and someone sleeping No one answered my questions,1
deepigoyal zomatocare ZomatoIN fssaiindia PMOIndia contd whej I said I would escalate the issue to,2
snipers foodpanda see what are doing your customer supporterwhat is thisplease tell mewhat can i do,2
zomatocare Zomato ZomatoIN  bucks Zomato credits to keep my mouth shut lol,1
bnirjhar And it came back crashing Zomato Gold the TampC free productzomatogold ZomatoIN,1
"safallfc zomatocare ZomatoIN Hi, I want a refund for my Zomato gold membership, I bought it at a separate set of TampCs we have too",1
zomatocare Zomato ZomatoIN It would have been better if you would have added this to your delivery boys account,1
swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,1
indiacontests contest contestalert contestindia indiacontests                    foodpanda IndiaVerified account foodpandaInd,2
I liked a YouTube video  OLA Food Delivery Job  Foodpanda delivery job,1
"Hey swiggyin , Received order  from you guys and have paid approximately  for it but the condit",2
Do you love these flavoured sour belts I love them to bitsTo know more about the food and place rea,1
midday ZomatoUsers Furious After Gold Membership Usage Gets Tweaked By AppZomatoINZomatozomatogoldcheaterzomatogold,0
"ada makananminuman hitzCek zomato, scroll baca reviewnyaNemu review sebagian besar bilang biasa aja at",2
fssaiindia zomatocare Zomato harishrawatcmuk ZeeNews danikbhaskar AmarUjalaNews IndiaToday fssaiindia,2
VibhorDaga Suggest everyone to avoid buying Zomato Gold from now on They change the terms and conditions mid way through your Gold me,0
foodpandaIndia lets see till when your ignorance continuesI will keep messaging you guys till the time I d,0
Why would I accept  coupon when I paid  for the same Support staff is the worst they dont understand what,1
Foodpanda is scam i think ao bro,0
Zomato Facebook chat also sleeping,2
"Ordered a brownie shake on foodpandaIndia one of those NINE promo desserts and when it was delivered, this was the",0
sijokuruvilla Our Recipe book from Cochin gets featured on the store yet again And this time alongside Swiggy amp Tomato Good stuff,1
Vincentval Sign this petition if you feel cheated by Zomato  ZomatoGold,0
"zomatocare ZomatoIN deepigoyal fssaiindia got a call back from Zomato Team , spoke to Amar  supervisor , kudos",1
SwiggyCares my last order was delivered in  hour and  mins where as swiggy was supposed to deliver me with in,2
foodpandaIndia so Mr arnab has also gone mummeanwhile i am ordering from Zomato now,2
swiggyin IS CHEATING WITH CUSTOMERS AS PLACED AN ORDER THEN IT GOT CANCELLED AND GOT NO REFUND SWIGGY BLOCKS THR,0
So I have ordered from Zomatobtw I just realised that  its been so long waiting for my orderthat my hai,2
SwiggyCares i am really very hungry swiggy,2
Review on Foodpanda by rajatrooney  Switchtoothetoptions,2
SwiggyCares hey swiggy you guys are awesome you helped me to get dinner for my family at midnight,1
SwiggyCares swiggyin Very disappointed with  swiggy unprofessional,0
"SMITH isowmyatweets Swiggy,Food panda,Bigbasket,Amazon pantry ivanuga ethuku vanthanga",2
foodpanda order is delayed,0
WEB SCRAPING  I want to scrape data from zomato  Basically all restaurants in MUMBAI and area wise in an,1
BuddyBits Swiggy should rather spend money educating their staff than boasting their brand This is disgusting,0
Hey FreshMenuIndia FreshMenuCares any update on order id  Ordered via Zomato and hasnt even shipped y,2
"SwiggyCares Accepted order, Started preparing the order and Delivered which we havent received and your delivery",1
Hungry when scrolling on zomato at  am isnt a good idea,0
swiggyin will always help you if you are in problemThanks Mr SAM it was nice talking you and I am very much sat,1
BuddyBits Swiggy should rather spend money educating their staff than boasting their brand This is disgusting,0
"Zomato order id I was hungry, I ordered on zomato It reached me after  minutes That also promising",1
"chandnaashish Zomato Hi, Ashish We can certainly get this checked Please DM me your membership id details Ou",1
JazzCash Digitalizes FoodPandas Rider Payments,2
"Buhat bhook lag rahi hai yaar aisey times main bf ki kami buhat shidat se mehsoos hoti hai, kitna maza ata wo chup",0
CHANDANDIPS Zomato Hey Chandan getting this checked and reaching out to you ASAP MrD,1
"And finally someone replied from foodpanda customer care but its damn hilarious, they want me to wait till the res",1
"champagnelassi firstly, McDonalds is shitSecondly, foodpanda never delivers on time",2
"champagnelassi Buhat bhook lag rahi hai yaar aisey times main bf ki kami buhat shidat se mehsoos hoti hai, kitna maza ata wo chup k M",0
Zomato I didnt use the coupon you provide for every new userI just went till the payments page and backed out a,2
UzFatima Same goes for foodpanda  you see food but you cant order it  because broke,0
Cant wait to see this tweet on The Humorist,1
AhmieCR Cant wait to see this tweet on The Humorist,1
"champagnelassi Buhat bhook lag rahi hai yaar aisey times main bf ki kami buhat shidat se mehsoos hoti hai, kitna maza ata wo chup k M",0
Phew  Lucky u we arent in a relationship  Main khud hi kha leta,1
