,text,sentiment
5527,Foodie level Zomato doesnt work for my city still zomato cache is greater than that of Instagram,Positive
5528,aditiraval Hahhaa this is what happens when they are working in both the companies Dekhna kahi Uber book karo To Ola na Aa jaaye,Neutral
5529,aditiraval,Neutral
5530,"rkawle Vedge  A pure veg casual dining restaurant at Fun republic, Andheri West It has been awarded the BEST VEGETARIAN restaurant",Positive
5531,rkawle Zomato Thank you for reviewing us,Positive
5532,No weekend plans yet Worry not Here are a Phew New options for you to explore with Zomato Gold Avail  on,Negative
5533,Our Recipe book from Cochin gets featured on the store yet again And this time alongside Swiggy amp Tomato Good s,Positive
5534,sijokuruvilla Our Recipe book from Cochin gets featured on the store yet again And this time alongside Swiggy amp Tomato Good stuff,Positive
5535,We are proud to have our Food Hygiene Rating displayed on Zomato Visit our restaurant page on Zomato today,Positive
5536,swiggy  zomato  uber eats,Neutral
5537,,Neutral
5538,Foodpanda  QUICKIE   Off,Neutral
5539,Hey Twitter Please read TnC of ZomatoIN Zomato from here on instead of doing business with them Because once i,Positive
5540,JMubarakai The biggest marketing scam of  Zomato  zomatogoldcheater ZomatoGold dontfallforit,Negative
5541,pratyushdixit Hey ICICIBank and AmexIndia you guys are partners with ZomatoIN in selling the ponzi zomatogold scheme I want to kn,Positive
5542,ZomatoIN  worst service Zomato Delivered wrong food and denied full compensation Number  Call m,Negative
5543,ZomatoIN i ordered food from zomato but my ordered delivered with Swiggy tag Just FYI,Positive
5544,Food Panda PH Review FoodPanda FoodPandaPH OnlineDelivery,Neutral
5545,NewsBossIndia Zomato users furious after Gold membership usage gets tweaked by app,Negative
5546,swiggyin ZomatoIN Growing together zomato swiggy foodforthought togetherness foodlovers,Positive
5547,Zomato Falling for great food Well detect it,Positive
5548,Zomato Falling for great food Well detect it,Positive
5549,Authentic Taste Of Old DillidillionwheelsOrder Online  Partners Swiggy,Neutral
5550,"Happy GaneshChaturthi Order in From Swiggy, Zomato, Uber For reservations call us at",Positive
5551,foodpandaIndia will I ever get my refund back or not foodpanda sucks worstapp olacabs,Positive
5552,Explore the widest range of delicious food from Pacific Hotel Dehradun Call now to order via Zomato from Paradise,Positive
5553,Zomato,Neutral
5554,Fiery styleburgos circle,Negative
5555,AntiAbhiyan SWIGGYZOMATOQUIKER    ETCFOODSHOME DELIVERY SERVICE PROVIDERSDISCLOSE THE DELIVERY CHARGETARRIFF MODUS OPERAN,Neutral
5556,Vada Pav Authentic Taste of Old Dilli dillionwheelsOrder Online  Partners,Neutral
5557,,Neutral
5558,Foodpanda online food order Rs  off No Min order,Negative
5559,Dont have Zomato Piggybank yet I can help B Get exclusive access to Zomato Piggybank with my invite code VIKA,Positive
5560,zomatocare Zomato Are you even considering the case It has been more than  weeks since then,Neutral
5561,"zomatocare hi my last order quantity was too less for the price I paid, its completely unacceptable contacted ur",Negative
5562,Check out the Ambience Collection on Zomato,Neutral
5563,SwiggyCares No worries Everyone is well aware about zomato and swiggy Happens when you are in such a competition,Negative
5564,"swap Zomato Hi Swapnil, we tried reaching out to you on your registered contact number but our calls went un",Positive
5565,"This is what you face when you order from foodpandaIndia FoodPanda even some of friends also faced the same, they",Positive
5566,lissertations this place is pretty awesome and nearby,Positive
5567,Foodpanda is coming back with awesome deals for you Foodpanda is offering Get Food Under  Rs  at just Rs  for,Positive
5568,foodpandaIndia amazing offer got my subway at inrThanks how about you guys Zomato  and swiggyin,Positive
5569,Swiggy swiggyin launches sustainable food packaging marketplace   By panktimehta,Neutral
5570,ZomatoUsers Furious After Gold Membership Usage Gets Tweaked By AppZomatoINZomatozomatogoldcheater,Negative
5571,Zomato what you wrote spelling of BHAARI A print Media outdoors campaign with spelling mistakes Modak,Negative
5572,,Neutral
5573,Can someone try and let us know if Quick and QUICKIE are Working on Foodpanda,Neutral
5574,Ordered pizza from dominosindia using ZomatoIN Due to address issue Dominos cancelled the order but it never ge,Negative
5575,"Shahbaz I ordered food from swiggy , and i found cockroach in the food swiggy badquality",Neutral
5576,holyhentai I keep getting the same foodpanda driver he probably keeps wondering why he has to feed this one Chinese girl with  p,Neutral
5577,Techglares Can someone try and let us know if Quick and QUICKIE are Working on Foodpanda,Neutral
5578,,Neutral
5579,midday ZomatoUsers Furious After Gold Membership Usage Gets Tweaked By AppZomatoINZomatozomatogoldcheaterzomatogold,Negative
5580,"offerslootforyouWorking Again Foodpanda New Code Flat Rs  Or Rs  Off All UsersFirst , User",Neutral
5581,Ajaz Khan ANGRY REACTION on ZOMATO Food Delivery Service  via YouTube,Negative
5582,Cheats foodpandaIndia sureshpprabhu TOIIndiaNews htTweets aajtak abpnewstv republic offers for food at Re,Negative
5583,rkalia NitinKumar TimesNow thehindu HTUttarPradesh ArvindKejriwal ndtv ANI,Neutral
5584,"SwiggyCares With respect to Order , according to Swiggy invoice, I had paid you  throw AmazonPay a",Positive
5585,ZomatoIN Zomato faasos HelpatFaasos faasos such a poor delivery system and irresponsible behaviour Order wa,Negative
5586,"BindiyaChotrani ZomatoIN ZomatoGold zomatocare Zomato Hi Bawse, that really should have not happened Request",Neutral
5587,Still working  and Share,Positive
5588,"Whats for lunch todayVisit us  Lake Terrace Tower, Cluster D, JLTOrder via ZomatoTalabat app or Call us",Neutral
5589,BestLootDeal Still working  and Share,Positive
5590,"Can this get more ridiculousIn the past less than a day,  of my orders have been cancelled by the restaurant It",Negative
5591,foodpandaIndia sureshpprabhu CPDelhi thehindu htTweets TOIIndiaNews republic ndtv aajtak SrBachchan,Neutral
5592,"ThisHungryPanda swiggyin ZomatoIN Some replies to this include swiggy deliveries with zomato tape, so looks lik",Neutral
5593,"uaeanandabhavan Whats for lunch todayVisit us  Lake Terrace Tower, Cluster D, JLTOrder via ZomatoTalabat app or Call us",Neutral
5594,First review on Zomato So excited,Positive
5595,Back to our roots with authentic mango chia sundae  its a delicious dessert new on our menu  Thanks for your,Positive
5596,"AksharPathak Hey guys, we at Zomato me mostly, Im a great team player have been working on some outdoor ads If you spot one in yo",Positive
5597,Tricky question I end up dealing with Zomato customer service at least twice a month and theyre very helpful But,Positive
5598,"AksharPathak Hey guys, we at Zomato me mostly, Im a great team player have been working on some outdoor ads If you spot one in yo",Positive
5599,I love Swiggy,Positive
5600,Zomato ZomatoIN faasos HelpatFaasos consumerforum Point to be noted that the its  PM and no deliver,Negative
5601,kewalramanis ZomatoIN Really disappointed to see you guys change your rules for Zomato Gold First you guys request us to invite our,Negative
5602,sanwat So Zomato first lured everyone in with Zomato gold and now have changed their policies regarding use mid way Effectively the b,Positive
5603,roochmaterial WTF ZomatoIN you cant just change your policies after we have purchased zomatogold Low blow Do it for the new cust,Negative
5604,pranaygupta Need some tips on how to cheatContact ZomatoIN Well played ZomatoFirst do crazy publicity followed by change in,Positive
5605,SuvrajBhurjee Zomato ZomatoIN zomatocare ZomatoGold look who went back on their own words zomatogoldcheater zomatogold,Neutral
5606,"ladygabbar Both have amazing Customer Service, but Swiggy is better in solving problems, all I hear from Zomato e",Positive
5607,imhozaifa ZomatoIN MarriottSTEPune fraudZomato ZomatoCheater beware dont waste your money on zomato gold Zomato ZomatoIN Zoma,Positive
5608,srinivasanravi dinakaran Zomato YouTube swiggyin Why not foodpandaIndia,Neutral
5609,Vincentval Sign this petition if you feel cheated by Zomato  ZomatoGold,Negative
5610,"Can this get more ridiculousIn the past less than a day,  of my orders have been cancelled by the restaurant It",Negative
5611,TangledMemoria swiggyin ZomatoIN Or maybe the restaurant people just wrap it whatever tape they can find Eithe,Neutral
5612,"AnadiRajTiwari ZomatoIN Zomato Hi Anadi, we understand your disappointment with the Zomato Gold services Please",Negative
5613,isackhandekar Zomato ZomatoIN HelpatFaasos consumerforum I am really sorry for such experience Please shar,Positive
5614,isackhandekar ZomatoIN Zomato faasos HelpatFaasos Seems they are cooking something specialKindly share y,Positive
5615,jainkaran goairlinesindia goairlinesindia  free advice for you must hire agents like swiggy they have great cus,Positive
5616,SwiggyCares Do some work you Guys Check my profile  it will be from Rhea virmani  Time to pull up socks swiggy,Neutral
5617,sijokuruvilla Our Recipe book from Cochin gets featured on the store yet again And this time alongside Swiggy amp Tomato Good stuff,Positive
5618,ETPrimecom Olas Bhavish Aggarwal wants another bite of Indias USD million food delivery market His first one  Ola Cafe  didn,Neutral
5619,TangledMemoria swiggyin ZomatoIN yeah that happens too Kind of breaks the trust no Like I trust zomato etc to,Positive
5620,midday ZomatoUsers Furious After Gold Membership Usage Gets Tweaked By AppZomatoINZomatozomatogoldcheaterzomatogold,Negative
5621,FoodPanda  Get food under  at ReUse code  QUICKIELink,Neutral
5622,foodpandaIndia sureshpprabhu TOIIndiaNews htTweets thehindu republic ANI aajtak abpnewstv more frauds of,Negative
5623,sambitbal alphonsolife rameshsrivats ESPNcricinfo Agree But ads should not be irritating Dont mind more ads like Swiggy,Positive
5624,PMOIndia BJPIndia ndtv,Neutral
5625,zomatocare ZomatoIN Zomato faasos HelpatFaasos ZomatoIN I received the order just now but really you guys m,Neutral
5626,AmeraDeals Foodpanda Get Rs  off on food order No Minimum Purchase Required Selected Location,Negative
5627,FoodPanda Loot Get Food Under Rs  at just Rs  First  Customers,Neutral
5628,TangledMemoria So i ordered from ZomatoIN today for SUBWAY and they used this tape which i feel basically is from swiggyin and the,Neutral
5629,Zomato order placed at theobroma Due to lack of a carry bag I sent the order back and they sent it like this  in,Positive
5630,Amazondeals FoodPanda  Get food under  at ReUse code  QUICKIELink,Neutral
5631,Foodpanda New Users   off on purchase of Coupon code  TIMESFPThis offer is valid only for new custome,Neutral
5632,"Hey, join Zomato Gold and get  on food or  on drinks Also get a  OFF using my referral code SANJ her",Positive
5633,BestLootDeal Foodpanda New Users   off on purchase of Coupon code  TIMESFPThis offer is valid only for new customersGe,Neutral
5634,Eating healthy looks good on you Smoothie Factory wishes all HappyGaneshChaturthi  SmoothieFactoryMumbai,Positive
5635,FoodPanda Loot Get Food Under Rs  at just Rs  First  Customers,Neutral
5636,"This photo of Dilli  On Wheels, Sector , Gurgaon on Zomato is making me hungry",Neutral
5637,"nidhi Zomato Well, dont want anyone to mess with my browniesWe are getting this checked and well reach out to you ASAPAM",Positive
5638,midday ZomatoUsers Furious After Gold Membership Usage Gets Tweaked By AppZomatoINZomatozomatogoldcheaterzomatogold,Negative
5639,Foodpanda Get Rs  off on food order No Minimum Purchase Required Selected Location,Negative
5640,foodpandaIndia Any update Still waiting Very bad experience with foodpanda,Negative
5641,FoodpandaSpecailOffersScamFoodPanda is trying to copy the SwiggyCares model here But its just a scam Theyll,Negative
5642,zomatocare hello I have ordered from zomato and the order went to the dominos outlet that is like  km away from,Positive
5643,alternate headline freeloaders get mad when free shit gets taken away how sad,Negative
5644,"DevyashB ZomatoIN Well, the Pizza clearly wont survive for  KmsApologies for the chaos here Kindly share t",Positive
5645,Foodpanda Flat  Off All UsersOffer Code  QUICKIE,Neutral
5646,forbesindia Swiggy swiggyin launches sustainable food packaging marketplace   By panktimehta Ecommerce,Neutral
5647,nirzary Never had to use swiggy customer service but zomato is dopethey are helpful and pretty punny PS I,Positive
5648,Thanks ZomatoRs ki Edi Echav ante,Positive
5649,BestLootDeal Still working  and Share,Positive
5650,Humans of late capitalism,Neutral
5651,OnlineDealsIN Foodpanda Flat  Off All UsersOffer Code  QUICKIE,Neutral
5652,"ankitrex ZOMATO order no   , the delivery guy said he will not deliver the food, please refund the money back  SCAM Z",Negative
5653,BestLootDeal Foodpanda New Users   off on purchase of Coupon code  TIMESFPThis offer is valid only for new customersGe,Neutral
5654,swiggyin UberEatsIND,Neutral
5655,ZomatoIN Renewed my Gold Service against my interest zomatocare is not even bothered to respond to my queries T,Positive
5656,Authentic Taste Of Old DillidillionwheelsOrder Online  Partners Swiggy,Neutral
5657,ZOMATO,Neutral
5658,FoodPanda Loot Get Food Under Rs  at just Rs  First  Customers,Neutral
5659,Zomato wow  minutes for a route of under  Kilometers,Positive
5660,joogasama alternate headline freeloaders get mad when free shit gets taken away how sad,Negative
5661,sandeepPT Dear UberEATS Swiggy Zomato Can you guys ensure your agents dont break traffic rules when in rushThanks,Positive
5662,Priorities,Neutral
5663,foodpandaIndia this is how you treat your customers who wait for  mins for the chat to get connectedI was promi,Positive
5664,oncojeanmd Hahaha foodpanda rakan,Positive
5665,NishikaMenezes Zomato Calculating the time with speed and distance formula th std flashbackKindly share your,Positive
5666,"Swiggy  Double Roti in Chennai, Tamil Nadu",Neutral
5667,zomatocare ZomatoIN DMed you  no response as usual deepigoyal Zomato,Negative
5668,foodpanda is the worst food app I have ever used These suckers recieve payment and then dont deliver food and st,Negative
5669,hey foodpandaIndia how about you shut your company Cant even handle a simple delivery Order is  hrs late and,Neutral
5670,"prashanttop Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fix th",Negative
5671,TangledMemoria So i ordered from ZomatoIN today for SUBWAY and they used this tape which i feel basically is from swiggyin and the,Neutral
5672,"Ahmad Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fix",Negative
5673,vkalpgupta akshaybhalotia Zomato ZomatoIN Premade He meant premade,Neutral
5674,"swiggy swiggy food deliveryWhat is happening, with ur customer support Items are missing from my order",Positive
5675,Festivities and great food go hand in hand and were delivering it to your doorstep Order your bowl from Zomato,Positive
5676,"akshaybhalotia vkalpgupta Zomato ZomatoIN Cooking might not be what we can use for Ice cream, no Im thinking",Negative
5677,"FoodPanda min gone, rider still not assigned Even support executive wont reply on time",Negative
5678,"Techglares Hello Techglare, Quick and QUICKIE are working  Team foodpanda",Neutral
5679,Zomato zomatocare  today I placed an order of Butter Chicken which included  pieces of chicken but I got deliver,Neutral
5680,Swiggy is now available in Mysuru btw,Neutral
5681,Zomato Not able to find Piggybank feature on the app Can you help,Positive
5682,"foodpandaIndia Techglares Hello Techglare, Quick and QUICKIE are working  Team foodpanda",Neutral
5683,zomatocare ZomatoIN I Dont want order now I am not going to use ZomatoIN Now Onwards I want the full name of,Negative
5684,elyotzaps Pwede magpadeliver sa foodpanda,Neutral
5685,Biggest scams in India VijayMallya NiravModi zomatogold Zomato ZomatoIN dontfallforitCheaters,Negative
5686,You know why foodpandaIndia popularity is going down and swiggyin popularity is going up because unlike foodpand,Positive
5687,"devyanshuverma Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fi",Negative
5688,Ahahahaha Also I love the hashtags My humble suggestion ZomatoNeChittingKiyaHai,Positive
5689,elyotzaps Ay sayang Dependent na ako actually kay foodpanda,Neutral
5690,Zomato how can I help you update a menu on your site,Positive
5691,Zomato kindly dont pay online in zomato As I already lost my money without getting my order delivered,Positive
5692,itsmeRaghuNadh Zomato Offer enti,Neutral
5693,foodpandaIndia very disappointed with the service i have received Would never recommend foodpanda to anyone else,Negative
5694,pcs bhakhri not given as per Zomato description zomatocare,Neutral
5695,Zomato Falling for great food Well detect it,Positive
5696,foodpandaIndia Without any intimation foodpanda canceled my orderAlso not able to connect with customer careHow can you do this,Neutral
5697,"rko Zomato Hi there, apologies for the hassleWe have your details and we shall get this checked at the earliestAM",Neutral
5698,HotTollywood Zomato   coupon code  BITE,Neutral
5699,zomatocare ZomatoIN  Hey remember me from  days ago guys  Guess what You just ripped me off again K,Neutral
5700,"swagatacharya ZomatoIN Hi Swagat I understand your concern However, we made this change to offer more choice an",Neutral
5701,Which is the worst food delivery App  protest foodpandaIndia swiggyin UberEatsIND Zomato,Negative
5702,"swiggyin such shit this platform is Ordered a food which got delivered in  hours, then they delivered the wrong",Negative
5703,And to top things off Zomato refuses to talk to me now,Positive
5704,Cheats These werent the TnCs when I signed up for ZomatoIN Gold,Negative
5705,foodpandaIndia Itni badi chindichor company ki delivery boy bhi swiggy zomato ki use kartiAur kabhi bhi time pe,Neutral
5706,Worst ever service by foodpanda no delivery status for food order cancelled st order after an hour and half foodpanda,Negative
5707,Authentic Taste Of Old DillidillionwheelsOrder Online  Partners Swiggy,Neutral
5708,"Makan jaga kak, gout kan",Neutral
5709,i was gonna order popeyes on zomato but baek posted i got distracted and now i checked again theyre currently close,Negative
5710,TasteDilli StyleAuthentic Taste of Old Dilli dillionwheelsOrder Online  Pa,Neutral
5711,TasteDilli StyleAuthentic Taste of Old Dilli dillionwheelsOrder Online  Pa,Neutral
5712,foodpandaIndia is keep cancelling my order better i should use swiggyin unlike foodpandaIndia Swiggy doesnt c,Positive
5713,Zomato Falling for great food Well detect it,Positive
5714,ETPrimecom Olas Bhavish Aggarwal wants another bite of Indias USD million food delivery market His first one  Ola Cafe  didn,Neutral
5715,"Have a look at this review of The Burger Brasserie, Andheri Lokhandwala, Andheri West, Mumbai on Zomato",Neutral
5716,Hep mutlu sonla biten bir film  cips hotshots zomato swarm nekadarayenir paketcenter foursquare,Neutral
5717,"AnindyaGhosal ZomatoIN zomatocare Zomato Hi, Anindya That wasnt the intention at all Please DM me your detai",Positive
5718,ZomatoIN I got a call from someone saying that hes from Zomato and he was asking to get GOLD membership and also,Neutral
5719,zomatocare ZomatoIN I got a call from someone saying that hes from Zomato and he was asking to get GOLD membersh,Neutral
5720,"arjunsingh ZomatoIN Zomato Arjun, frankly its not that big a sum for me to be spending more time on it tha",Neutral
5721,"sidmadireddy Venkrek Zomato swiggyin foodpandaIndia Agree on this  Wrong side, rash driving seems to be",Negative
5722,RajaniAnkit Please try once again to place the order without the voucher and if it still does not work then we req,Positive
5723,aditiraval Hahhaa this is what happens when they are working in both the companies Dekhna kahi Uber book karo To Ola na Aa jaaye,Neutral
5724,Swiggy is much better than uber No executive for help Totally disappointed UberEATS badservice,Negative
5725,Its more than  minutes ZomatoIN Zomato is still trying to deliver,Neutral
5726,swiggy SwiggyCares swiggyin that was quick Like instant resolution Polite Courteous and Customer orientedS,Positive
5727,Akshat  Swiggy is much better than uber No executive for help Totally disappointed UberEATS badservice,Negative
5728,kvQuote Its more than  minutes ZomatoIN Zomato is still trying to deliver,Neutral
5729,Charm your guests with delightful sweets this Ganesh ChaturthiOrder from Swiggy to get Upto  off amp get an addi,Positive
5730,"kvQuote ZomatoIN Zomato Thali hai Bhai,time lagega",Neutral
5731,Zomato Zomato nice catch,Positive
5732,maneeshfilmdir ZomatoIN Zomato Lol,Positive
5733,Foodpanda Partner,Neutral
5734,Swiggy made my fave dessert place inservicable in my area,Positive
5735,"kvQuote ZomatoIN Zomato Hi Kunal, that sounds like a lot for lunchWe are getting this checked and well reach out to you ASAPAM",Positive
5736,i just want to eat my teppei foodpanda why you do this to me,Positive
5737,Zomato ZomatoIN zomatocare I had placed an order yesterday and food was stale Was very tired so initiated the,Negative
5738,"zomatocare CafeCoffeeDay getamitroy ZomatoIN inconsumerforum CCD sector , salt lake, Kolkata   ba",Neutral
5739,"Another order is pending from  mins, still no delivery person assigned nodelivery foodpanda",Negative
5740,Zomato Zomato take back the unethical Zomato Gold rule amendment  Sign the Petition  via ChangeOrgIndia,Negative
5741,srivatsa Swiggy is now available in Mysuru btw,Neutral
5742,zomatocare Zomato deepigoyal sir need your intervention in it as I am not getting any proper support from the team ZomatoIN,Positive
5743,foodpandaIndia  in my city only one reestarunt availabel I ordered item but he decline every timei called him he,Neutral
5744,Introduced my mom to the wonders of FoodPanda,Neutral
5745,"riteshsingh Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fi",Negative
5746,Worrest service foodpandaIndia foodpanda,Neutral
5747,Use swiggy swiggy  though at times its costly Dont use zomato  their services and customer support are path,Positive
5748,Customers of its Gold membership programme are furious with change that limits the number of users on the same tabl,Negative
5749,"swiggyin nandanreddy SwiggyCares order id  order delayed by more then  min  Called Swiggy,asked",Negative
5750,DasguptaTatha UfterYou swiggyin Swiggy reacts like as if you woke them up from their slumber In swiggys own wo,Positive
5751,"CSrujan Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fix this",Negative
5752,shivi UfterYou McDonalds swiggyin foodsafetygov JagoGrahakJago jagograhakjago They made money from you,Neutral
5753,QUICK code is still working off on no min order,Negative
5754,Zomato Falling for great food Well detect it,Positive
5755,foodpandaIndia Cheaters I will pray that your company face huge huge lose You do not treat your customers well,Neutral
5756,FoodPanda Discount couponsTry Both One should work Quick and QUICKIE,Neutral
5757,foodpandaIndia Happened twice in two days Foodpanda canceks my order post payment so that i can not use codes again,Neutral
5758,"swiggyin SwiggyCares nandanreddy dont want to again start from beginning  Call manager,get details,then give a",Negative
5759,Arkratoscom Tired of seeing biased lists whether its IMDb or Zomato Lets find out how Token Curated Registries aka TCR help to,Negative
5760,zomatocare Zomato No worries Got my order Guess some technical glitch It was too funny n had to share it,Neutral
5761,foodpandaIndia u r waste no order from foodpanda from nowSwiggyCares ZomatoIN are far far better than umy,Negative
5762,Only resolution swiggy knows is We hav taken feedback that you will not eat food,Neutral
5763,Typo error  Only resolution swiggy knows is We hav taken feedback that you will not eat food,Negative
5764,"Opulent seating and precious jewelry, decorating the walls  at Jewel of Nizam, Hyderabad, you can give into the te",Positive
5765,Pacifichotels Explore the widest range of delicious food from Pacific Hotel Dehradun Call now to order via Zomato from Paradise Rest,Positive
5766,nikhilcoool foodpandaIndia I think by this way Foodpanda is decreasing its customer base as they are not able t,Neutral
5767,NishikaMenezes Zomato How long did he take though,Neutral
5768,kvQuote Its more than  minutes ZomatoIN Zomato is still trying to deliver,Neutral
5769,halfgeek Zomato Just  minutes,Neutral
5770,facts whizzo cafe Follow us whizzoco foodlover foodloverunite diet dietchart,Neutral
5771,BestLootDeal Still working  and Share,Positive
5772,michh Zomato,Neutral
5773,naviingoel rkalia NitinKumar TimesNow thehindu HTUttarPradesh ArvindKejriwal ndtv ANI,Neutral
5774,whizzoco facts whizzo cafe Follow us whizzoco foodlover foodloverunite diet dietchart dietplan foo,Neutral
5775,"Gunpowder, Assagao, Goa  Zomato",Neutral
5776,The Business Times Last WeekendRider supply is the greatest challenge in Singapore as all riders are freelancers,Positive
5777,"Foodpanda Food panda delivery in Bangkok, Thailand",Neutral
5778,whizzoco facts whizzo cafe Follow us whizzoco foodlover foodloverunite diet dietchart dietplan foo,Neutral
5779,mahesh There are other restaurants which I have NOT tried,Neutral
5780,zomatocare  For absurd reason my account has been blocked by Zomato and my money is still there which h,Negative
5781,zomatocare AviShah  For absurd reason my account has been blocked by Zomato and my money is still th,Negative
5782,zomatocare kvQuote ZomatoIN Zomato  For absurd reason my account has been blocked by Zomato and my m,Negative
5783,ZomatoIN  For absurd reason my account has been blocked by Zomato and my money is still there which has,Negative
5784,foodpandaIndia sureshpprabhu CPDelhi thehindu republic htTweets TOIIndiaNews aajtak abpnewstv new low for,Negative
5785,Zomato Zomato take back the unethical Zomato Gold rule amendment  Sign the Petition  via ChangeOrgIndia,Negative
5786,nikhilaro nikhilcoool foodpandaIndia Olacabs  and not even replying to tweets and msgs Learn from,Neutral
5787,foodpandaIndia since when Foodpanda started serving vegetarian Chicken,Neutral
5788,zomatocare ZomatoIN Zomato YesterdayI had received a call assuring that my issue will be resolved on priority an,Positive
5789,foodpandaIndia CSrujan Chor foodpanda,Neutral
5790,I reviewed   Earn Rs per review WriteShareWin  via MouthShut,Neutral
5791,JazzCash Digitalizes foodpandas Rider Payments,Neutral
5792,foodpandaIndia sureshpprabhu CPDelhi mlkhattar PMOIndia arunjaitley gurgaonpolice htTweets HTGurgaon pisce,Neutral
5793,olasupports Olacabs UfterYou Not working Only  u Get flat  off upto  on Foodpanda use Ola,Neutral
5794,Get  OFF on your first meal on Zomato Apply promo code PRIN during checkout on a minimum order of,Neutral
5795,Food panda are cheats and action must be taken against its promoters swiggyin UberEatsIND,Negative
5796,BiswajitHalder What a shameful service provide by zomatocare deepinder you brake religion of vegetarians people  aajtak TOIIndia,Negative
5797,"Whenever i get deliveroofoodpanda orders, i will always make a drink for the rider Its great to see them all happy amp shit",Positive
5798,foodpandaIndia sureshpprabhu mlkhattar pisces eservices pvt ltd having  dont have any con,Neutral
5799,HappyGaneshChaturthi GanpatiBappaMorya ArunJaitleyStepDown GaneshUtsav mumbai GaneshaChaturthi jaipur,Neutral
5800,nikhilaro foodpandaIndia Once there was offer of  on dominos just on Foodpanda but even with tries not able,Neutral
5801,"foodpandaIndia Its just a food ordering company, what can I do with it And what about my number, why should keep",Positive
5802,"LogicalBastard     , Zomato",Neutral
5803,nikhilcoool foodpandaIndia Lets all boycott FOODPANDA,Negative
5804,zomatocare Zomato Didnt get what was committed,Positive
5805,frankies not available on foodpanda is the worst,Negative
5806,"LogicalBastard     , Zomato",Neutral
5807,herocycles damn Thats a huge hit too allgeniusMbastuffmbazomatoappleiphoneiphone,Negative
5808,"foodpandaIndia CPDelhi arunjaitley sureshpprabhu online cheating by foodpanda ie piesces e services pvt ltd, gu",Negative
5809,JazzCash Digitizes foodpandas Rider Payments,Neutral
5810,UberEatsIND swiggyin thehindu aajtak abpnewstv republic ndtv sardanarohit,Neutral
5811,Zomato wale bekaar hain,Neutral
5812,indianrecipeon HappyGaneshChaturthi GanpatiBappaMorya ArunJaitleyStepDown GaneshUtsav mumbai,Neutral
5813,foodpandaIndia looks like you guys dont want to refund my money No one answers if I try your inapp chat Never,Neutral
5814,consumercourtin consumer foodpandaIndia SwiggyCares swiggyin MoHFWINDIA ndtv ZomatoIN zomatocare SWIGGY,Neutral
5815,"Its all well to be able to survive on idlydosarotidaalsabzicurd rice etc on a normal day, and its perfectly p",Positive
5816,foodpandaIndia BTW THE Swiggy order came with your sticker too,Neutral
5817,ZomatoIN Zomato here you can see the horrendous reply assistant of zomatocare They only want make money at any,Negative
5818,ZomatoIN my wifes Zomato AC is blocked for a order that she had canceled because it was running late She has inf,Negative
5819,indianrecipeon HappyGaneshChaturthi GanpatiBappaMorya ArunJaitleyStepDown GaneshUtsav mumbai,Neutral
5820,"SwiggyCares That was just a casual thing, there was no issue as such It would have been an issue if the packaging",Negative
5821,gt zomatocare ordered food from Theobromachoco using ZomatoIN app delivered box with ants all over on brownie c,Positive
5822,Marked in yellow she says It is standard preparation and in another message same chat says this rarely happens,Neutral
5823,"Paytmcare Dude, I just ordered on swiggy and my paytm worked online Pleeeaaasssseeeee give me a chance to get thi",Positive
5824,zomatocare Thanks but I dont have any present issues But If you can do check my previous experiences with Zomato,Positive
5825,Foodpanda delivery guy was so good looking,Positive
5826,indianadm ZomatoIN Zomato Hey Man Now that is really sad to hear Please share your order details with us and,Neutral
5827,zomatocare ZomatoIN Zomato Sure definitely will plz send personal msg or i have reply here with details,Positive
5828,foodpanda your service suck with even getting the delivery my order is marked delivered,Negative
5829,indianrecipeon HappyGaneshChaturthi GanpatiBappaMorya ArunJaitleyStepDown GaneshUtsav mumbai,Neutral
5830,indianadm ZomatoIN Zomato Kindly DM us your details and we shall get this checked ASN,Positive
5831,ypsYash SwiggyCares swiggyin Still not got any response after  mails and upload of documents its been month,Neutral
5832,"Rnb Its all well to be able to survive on idlydosarotidaalsabzicurd rice etc on a normal day, and its perfectly practical too",Positive
5833,"cheapcheaplah JSQUARED  off  Minimum Spend, New Customers or  Cashback  Minimum Spend, Existing Customers at foodpanda",Neutral
5834,SwiggyCares swiggyin Still not got any response after  mails and upload of documents its been month to regis,Neutral
5835,Back Again FoodpandaUse Code QUICK  OFF No Min Amount Not for who used it yesterday Make New Account,Negative
5836,JazzCash Digitalizes FoodPandas Rider Payments,Neutral
5837,JazzCash Digitalizes FoodPandas Rider Payments,Neutral
5838,"Your favourite kababs are just one call away The Great Kabab Factory, Saket is delivering your favourite food a",Positive
5839,food channel shawarma is on foodpanda now i have officially run out of reasons to leave my house,Negative
5840,"Rnb Its all well to be able to survive on idlydosarotidaalsabzicurd rice etc on a normal day, and its perfectly practical too",Positive
5841,SwiggyCares foodpandaIndia The Swiggy order came with your sticker Are u acquiring them or they are acquiring yo,Neutral
5842,JazzCash Digitalizes FoodPandas Rider Payments,Neutral
5843,zomatocare ZomatoIN Zomato Already sent in dm plz check and replyasap,Positive
